"address","parcel","sample_date","excavation_date","remediation_status","address_omaha"
"5702 S 33 ST","1232370000",2004-11-17,"not remediated","not remediated","5702 S 33 ST Omaha, NE"
"2917 N 49 ST","1233090000",2019-04-03,"not remediated","not remediated","2917 N 49 ST Omaha, NE"
"2805 S 39 ST","1234080000",2004-08-05,"not remediated","not remediated","2805 S 39 ST Omaha, NE"
"1943 S 11 ST","1521190000",2003-12-18,"2024-09-26","remediated","1943 S 11 ST Omaha, NE"
"1920 S 11 ST","1521390000",2003-09-20,"2011-09-29","remediated","1920 S 11 ST Omaha, NE"
"1929 S 12 ST","1521570000",2003-09-09,"2015-06-06","remediated","1929 S 12 ST Omaha, NE"
"2219 S 12 ST","1521750000",2006-07-17,"not remediated","not remediated","2219 S 12 ST Omaha, NE"
"1212 DORCAS ST","1521930000",2004-11-08,"not remediated","not remediated","1212 DORCAS ST Omaha, NE"
"1907 S 14 ST","1522440000",2004-07-12,"2020-07-21","remediated","1907 S 14 ST Omaha, NE"
"1718 S 10 ST","1523040002",2004-01-19,"2007-06-14","remediated","1718 S 10 ST Omaha, NE"
"1449 S 12 ST","1523550000",2004-08-03,"2007-07-02","remediated","1449 S 12 ST Omaha, NE"
"2305 JOHN A CREIGHTON BD","1708630000",2003-11-12,"not remediated","not remediated","2305 JOHN A CREIGHTON BD Omaha, NE"
"2007 JOHN A CREIGHTON BD","1708920000",2004-07-21,"not remediated","not remediated","2007 JOHN A CREIGHTON BD Omaha, NE"
"2012 N 37 ST","1709150000",2005-10-14,"not remediated","not remediated","2012 N 37 ST Omaha, NE"
"5035 S 39 ST","1710250000",2008-11-11,"2010-09-09","remediated","5035 S 39 ST Omaha, NE"
"2725 DREXEL ST","1711690000",2010-08-27,"not remediated","not remediated","2725 DREXEL ST Omaha, NE"
"3027 S 38 AV","1234550000",2005-07-08,"not remediated","not remediated","3027 S 38 AV Omaha, NE"
"1108 S 29 ST","1235270000",2012-01-19,"not remediated","not remediated","1108 S 29 ST Omaha, NE"
"1117 PARK AV","1235470000",2018-08-29,"2020-08-05","remediated","1117 PARK AV Omaha, NE"
"1122 S 30 AV","1235710000",2004-09-15,"not remediated","not remediated","1122 S 30 AV Omaha, NE"
"3019 PACIFIC ST","1235920000",2001-08-12,"2002-07-10","remediated","3019 PACIFIC ST Omaha, NE"
"1522 S 32 AV","1236850000",2002-10-08,"2013-08-09","remediated","1522 S 32 AV Omaha, NE"
"6312 N 36 ST","1837880000",2003-12-15,"not remediated","not remediated","6312 N 36 ST Omaha, NE"
"4972 S 13 ST","1838970002",1999-11-08,"not remediated","not remediated","4972 S 13 ST Omaha, NE"
"4215 PARKER ST","0906290000",2003-10-17,"not remediated","not remediated","4215 PARKER ST Omaha, NE"
"4205 FRANKLIN ST","0906670000",2005-01-11,"not remediated","not remediated","4205 FRANKLIN ST Omaha, NE"
"4213 FRANKLIN ST","0906900100",2003-08-05,"not remediated","not remediated","4213 FRANKLIN ST Omaha, NE"
"5635 S 20 ST","2023710000",2003-12-19,"2011-05-06","remediated","5635 S 20 ST Omaha, NE"
"5804 S 20 ST","2024030000",2009-06-01,"not remediated","not remediated","5804 S 20 ST Omaha, NE"
"144 N 38 AV","0910710000",2015-03-12,"not remediated","not remediated","144 N 38 AV Omaha, NE"
"3017 CHARLES ST","2029290000",2004-07-01,"not remediated","not remediated","3017 CHARLES ST Omaha, NE"
"3202 HAMILTON ST","2029590000",2004-07-19,"2010-10-27","remediated","3202 HAMILTON ST Omaha, NE"
"103 STANFORD CR","1905860000",2008-05-28,"not remediated","not remediated","103 STANFORD CR Omaha, NE"
"1526 WILLIS AV","0917010000",2012-06-12,"2012-09-12","remediated","1526 WILLIS AV Omaha, NE"
"2301 N 16 ST","0917290000",2005-11-16,"not remediated","not remediated","2301 N 16 ST Omaha, NE"
"4325 GROVER ST","2035030002",2003-11-02,"not remediated","not remediated","4325 GROVER ST Omaha, NE"
"4515 GROVER ST","2035330000",2003-10-06,"not remediated","not remediated","4515 GROVER ST Omaha, NE"
"2420 S 8 ST","2036220000",2006-11-09,"not remediated","not remediated","2420 S 8 ST Omaha, NE"
"3948 HIMEBAUGH AV","1914200000",2003-11-24,"not remediated","not remediated","3948 HIMEBAUGH AV Omaha, NE"
"4332 CASS ST","2018350000",2004-08-26,"not remediated","not remediated","4332 CASS ST Omaha, NE"
"4032 FRANKLIN ST","1922980000",2006-04-13,"not remediated","not remediated","4032 FRANKLIN ST Omaha, NE"
"3704 FRANKLIN ST","1923540000",2003-11-14,"not remediated","not remediated","3704 FRANKLIN ST Omaha, NE"
"2517 OHIO ST","2003880000",2006-07-12,"2007-12-31","remediated","2517 OHIO ST Omaha, NE"
"2204 GRAND AV","2004250000",2005-08-01,"not remediated","not remediated","2204 GRAND AV Omaha, NE"
"5011 N 23 ST","2004800000",2003-11-13,"2005-06-15","remediated","5011 N 23 ST Omaha, NE"
"2711 JOHN A CREIGHTON BD","1919060000",2005-11-28,"not remediated","not remediated","2711 JOHN A CREIGHTON BD Omaha, NE"
"3108 OHIO ST","1919350002",2005-12-02,"not remediated","not remediated","3108 OHIO ST Omaha, NE"
"2217 N 39 ST","1819660000",2008-06-17,"not remediated","not remediated","2217 N 39 ST Omaha, NE"
"3205 LINCOLN BD","0608700000",2003-07-23,"2011-09-07","remediated","3205 LINCOLN BD Omaha, NE"
"5230 S 21 ST","0727640000",2003-12-17,"2014-08-12","remediated","5230 S 21 ST Omaha, NE"
"4416 S 41 ST","1311670000",2004-09-07,"not remediated","not remediated","4416 S 41 ST Omaha, NE"
"3420 N 42 ST","1416050000",2003-10-07,"not remediated","not remediated","3420 N 42 ST Omaha, NE"
"4205 EMMET ST","1416650000",2003-11-18,"2010-08-24","remediated","4205 EMMET ST Omaha, NE"
"564 S 34 ST","1418990002",2003-10-02,"2009-09-04","remediated","564 S 34 ST Omaha, NE"
"3334 N 39 ST","1437300000",2008-08-20,"not remediated","not remediated","3334 N 39 ST Omaha, NE"
"3301 FOWLER AV","1801460000",2004-01-24,"not remediated","not remediated","3301 FOWLER AV Omaha, NE"
"3228 LAFAYETTE AV","1802340000",2004-08-11,"2014-10-02","remediated","3228 LAFAYETTE AV Omaha, NE"
"2555 CAMDEN AV","1302030000",2004-10-20,"not remediated","not remediated","2555 CAMDEN AV Omaha, NE"
"2464 S 40 ST","0513780000",2004-08-27,"not remediated","not remediated","2464 S 40 ST Omaha, NE"
"3346 BEDFORD AV","0543890003",2005-10-26,"not remediated","not remediated","3346 BEDFORD AV Omaha, NE"
"6012 N 25 AV","0601000000",2003-12-12,"not remediated","not remediated","6012 N 25 AV Omaha, NE"
"4102 MARINDA ST","0514690000",2003-11-07,"not remediated","not remediated","4102 MARINDA ST Omaha, NE"
"1717 MISSOURI AV","1729310000",2003-11-12,"2012-05-09","remediated","1717 MISSOURI AV Omaha, NE"
"2752 MEREDITH AV","2245520000",1999-10-23,"not remediated","not remediated","2752 MEREDITH AV Omaha, NE"
"6248 S 41 AV","2313940000",2004-01-07,"not remediated","not remediated","6248 S 41 AV Omaha, NE"
"1816 FLORENCE BD","0814900150",2007-10-23,"not remediated","not remediated","1816 FLORENCE BD Omaha, NE"
"3101 S 41 ST","1218750010",2007-11-27,"not remediated","not remediated","3101 S 41 ST Omaha, NE"
"3135 S 41 ST","1218750010",2007-11-27,"not remediated","not remediated","3135 S 41 ST Omaha, NE"
"1817 FLORENCE BD","0814900100",2007-10-17,"not remediated","not remediated","1817 FLORENCE BD Omaha, NE"
"1805 FLORENCE BD","0814900100",2007-10-18,"not remediated","not remediated","1805 FLORENCE BD Omaha, NE"
"7502 OMAHA TRACE ST","null",1999-11-20,"2004-05-10","remediated","7502 OMAHA TRACE ST Omaha, NE"
"1811 N 20 ST","2229580250",2006-04-10,"not remediated","not remediated","1811 N 20 ST Omaha, NE"
"4519 S 32 ST","0430490000",2006-04-14,"not remediated","not remediated","4519 S 32 ST Omaha, NE"
"3522 N 45 ST","1427820000",2006-05-01,"2008-09-11","remediated","3522 N 45 ST Omaha, NE"
"2718 1/2 S 21 ST","2535000000",2006-06-01,"2024-09-27","remediated","2718 1/2 S 21 ST Omaha, NE"
"3910 CASS ST","1940540000",2007-09-20,"2011-08-18","remediated","3910 CASS ST Omaha, NE"
"TREATABILITY STUDY-P1","0200460000",2006-12-08,"not remediated","not remediated","TREATABILITY STUDY-P1 Omaha, NE"
"5805 N 28 AV","1039890000",2008-08-12,"not remediated","not remediated","5805 N 28 AV Omaha, NE"
"614 MARTHA ST","1040210000",2002-10-14,"2010-08-23","remediated","614 MARTHA ST Omaha, NE"
"3008 STATE ST","1101930006",2004-01-26,"not remediated","not remediated","3008 STATE ST Omaha, NE"
"2852 REYNOLDS ST","1103500000",2004-01-07,"not remediated","not remediated","2852 REYNOLDS ST Omaha, NE"
"3315 SHEFFIELD ST","1105570001",2004-01-26,"not remediated","not remediated","3315 SHEFFIELD ST Omaha, NE"
"3311 GREBE ST","1107300000",2003-12-11,"not remediated","not remediated","3311 GREBE ST Omaha, NE"
"3121 TUCKER ST","1108400000",2004-01-06,"not remediated","not remediated","3121 TUCKER ST Omaha, NE"
"5120 CAPITOL AV","0947190000",2005-01-17,"2020-08-18","remediated","5120 CAPITOL AV Omaha, NE"
"5132 DODGE ST","0947410000",2008-09-09,"2009-12-05","remediated","5132 DODGE ST Omaha, NE"
"5003 CASS ST","0948220000",2005-10-05,"not remediated","not remediated","5003 CASS ST Omaha, NE"
"501 N 51 ST","0948540000",2005-11-17,"not remediated","not remediated","501 N 51 ST Omaha, NE"
"2018 GRAND AV","2004330000",2014-05-22,"not remediated","not remediated","2018 GRAND AV Omaha, NE"
"3212 WEBSTER ST","1938620000",2005-07-08,"2011-09-06","remediated","3212 WEBSTER ST Omaha, NE"
"3313 BURT ST","1938890000",2009-05-07,"2009-08-27","remediated","3313 BURT ST Omaha, NE"
"3419 BURT ST","1939270000",2008-12-15,"2012-07-27","remediated","3419 BURT ST Omaha, NE"
"3323 WEBSTER ST","1939640000",2004-10-15,"not remediated","not remediated","3323 WEBSTER ST Omaha, NE"
"3422 CASS ST","1941000000",2006-05-03,"not remediated","not remediated","3422 CASS ST Omaha, NE"
"3558 CASS ST","1941350000",2004-12-15,"not remediated","not remediated","3558 CASS ST Omaha, NE"
"521 N 32 ST","1941850000",2004-01-21,"2004-06-28","remediated","521 N 32 ST Omaha, NE"
"2809 S 34 ST","1941990000",2003-10-09,"2008-10-27","remediated","2809 S 34 ST Omaha, NE"
"2830 S 34 ST","1942160000",2005-11-04,"not remediated","not remediated","2830 S 34 ST Omaha, NE"
"3015 S 35 ST","1942430000",2008-07-08,"not remediated","not remediated","3015 S 35 ST Omaha, NE"
"3005 S 34 ST","1942600000",2004-06-09,"2013-06-14","remediated","3005 S 34 ST Omaha, NE"
"3076 S 32 ST","1942750000",2005-08-16,"not remediated","not remediated","3076 S 32 ST Omaha, NE"
"3052 S 33 ST","1942870000",2003-10-24,"2022-06-07","remediated","3052 S 33 ST Omaha, NE"
"2812 1/2 S 35 ST","1943200000",2004-09-14,"not remediated","not remediated","2812 1/2 S 35 ST Omaha, NE"
"3706 S 23 ST","1943530000",2008-05-06,"2009-11-09","remediated","3706 S 23 ST Omaha, NE"
"617 WILLIAM ST","1944080000",2002-10-14,"not remediated","not remediated","617 WILLIAM ST Omaha, NE"
"1522 PARK WILD AV","1944230000",2002-10-21,"2008-08-08","remediated","1522 PARK WILD AV Omaha, NE"
"2422 BLONDO ST","2401960298",2003-09-02,"2004-09-14","remediated","2422 BLONDO ST Omaha, NE"
"1923 N 27 ST","1944740002",2003-07-24,"not remediated","not remediated","1923 N 27 ST Omaha, NE"
"2526 PARKER ST","1945070000",2009-01-09,"2011-04-11","remediated","2526 PARKER ST Omaha, NE"
"2422 PARKER ST","1945340000",2008-12-15,"2011-10-29","remediated","2422 PARKER ST Omaha, NE"
"2617 PARKER ST","1945910000",2004-08-27,"2006-08-16","remediated","2617 PARKER ST Omaha, NE"
"1712 N 24 ST","1946630002",2015-09-03,"not remediated","not remediated","1712 N 24 ST Omaha, NE"
"2567 ELLISON AV","1947100000",2003-11-24,"not remediated","not remediated","2567 ELLISON AV Omaha, NE"
"6909 FLORENCE BD","1947270000",2014-05-01,"not remediated","not remediated","6909 FLORENCE BD Omaha, NE"
"6557 FLORENCE BD","1947460001",2014-10-16,"2015-07-13","remediated","6557 FLORENCE BD Omaha, NE"
"6924 FLORENCE BD","1947690000",2009-05-13,"not remediated","not remediated","6924 FLORENCE BD Omaha, NE"
"6750 FLORENCE BD","1947920000",2004-01-09,"not remediated","not remediated","6750 FLORENCE BD Omaha, NE"
"6763 N 24 ST","1948200000",2013-11-19,"not remediated","not remediated","6763 N 24 ST Omaha, NE"
"6535 N 24 ST","1948450000",2004-01-06,"2005-06-20","remediated","6535 N 24 ST Omaha, NE"
"3506 N 42 ST","1948860000",2005-10-18,"not remediated","not remediated","3506 N 42 ST Omaha, NE"
"2507 BURDETTE ST","2000290000",2006-05-31,"not remediated","not remediated","2507 BURDETTE ST Omaha, NE"
"2509 GRANT ST","2001300000",2006-05-31,"2011-04-08","remediated","2509 GRANT ST Omaha, NE"
"5102 N 13 ST","2119550000",2004-01-20,"not remediated","not remediated","5102 N 13 ST Omaha, NE"
"4728 N 13 ST","2119770002",2004-10-20,"not remediated","not remediated","4728 N 13 ST Omaha, NE"
"4517 N 14 ST","2120030000",2004-10-28,"not remediated","not remediated","4517 N 14 ST Omaha, NE"
"4739 N 14 ST","2120220002",2012-08-02,"not remediated","not remediated","4739 N 14 ST Omaha, NE"
"4716 N 14 ST","2120900000",2004-05-19,"2014-05-17","remediated","4716 N 14 ST Omaha, NE"
"4741 N 14 AV","2121340000",2007-11-01,"not remediated","not remediated","4741 N 14 AV Omaha, NE"
"4758 N 15 ST","2122290000",2009-05-13,"not remediated","not remediated","4758 N 15 ST Omaha, NE"
"4735 N 16 ST","2122800002",2004-01-14,"not remediated","not remediated","4735 N 16 ST Omaha, NE"
"4432 B ST","2126750591",2003-11-05,"not remediated","not remediated","4432 B ST Omaha, NE"
"3335 FOREST LAWN AV","2126770000",2003-12-29,"not remediated","not remediated","3335 FOREST LAWN AV Omaha, NE"
"3436 SHEFFIELD ST","2127480000",2003-12-18,"not remediated","not remediated","3436 SHEFFIELD ST Omaha, NE"
"2516 JAYNES ST","2132310000",2003-11-20,"not remediated","not remediated","2516 JAYNES ST Omaha, NE"
"2301 S 12 ST","2132830000",2003-09-08,"2010-10-12","remediated","2301 S 12 ST Omaha, NE"
"2416 S 15 ST","2133330000",2003-08-27,"2010-10-11","remediated","2416 S 15 ST Omaha, NE"
"1501 VINTON ST","2133650000",2003-09-21,"2010-10-07","remediated","1501 VINTON ST Omaha, NE"
"1514 CASTELAR ST","2133770000",2003-09-25,"not remediated","not remediated","1514 CASTELAR ST Omaha, NE"
"2218 S 15 ST","2133930000",2004-09-09,"2011-07-01","remediated","2218 S 15 ST Omaha, NE"
"2211 S 16 ST","2134080000",2003-07-31,"2006-08-25","remediated","2211 S 16 ST Omaha, NE"
"2215 S 13 ST","2134540000",2004-03-30,"2006-10-24","remediated","2215 S 13 ST Omaha, NE"
"2214 S 10 ST","2134750000",2003-07-10,"2005-11-18","remediated","2214 S 10 ST Omaha, NE"
"1308 DORCAS ST","2135020000",2005-11-01,"2010-08-26","remediated","1308 DORCAS ST Omaha, NE"
"2935 S 18 ST","2135270000",2004-12-10,"not remediated","not remediated","2935 S 18 ST Omaha, NE"
"4334 CHICAGO ST","2018970000",2004-08-05,"not remediated","not remediated","4334 CHICAGO ST Omaha, NE"
"4154 CHICAGO ST","2019270000",2003-07-16,"2005-04-01","remediated","4154 CHICAGO ST Omaha, NE"
"4159 CHICAGO ST","2019560000",2003-07-10,"2007-08-24","remediated","4159 CHICAGO ST Omaha, NE"
"4158 WAKELEY ST","2019730000",2004-08-26,"not remediated","not remediated","4158 WAKELEY ST Omaha, NE"
"354 N 43 ST","2019960000",2003-05-15,"not remediated","not remediated","354 N 43 ST Omaha, NE"
"4311 WAKELEY ST","2020430000",2003-07-25,"2010-06-28","remediated","4311 WAKELEY ST Omaha, NE"
"4187 WAKELEY ST","2020730000",2004-08-05,"2010-10-06","remediated","4187 WAKELEY ST Omaha, NE"
"3416 SAHLER ST","2021990000",2004-12-21,"not remediated","not remediated","3416 SAHLER ST Omaha, NE"
"5617 S 20 ST","2023680000",2005-11-28,"not remediated","not remediated","5617 S 20 ST Omaha, NE"
"2010 W ST","2023890000",2008-08-21,"2010-04-13","remediated","2010 W ST Omaha, NE"
"5845 S 21 ST","2024190000",2004-01-20,"not remediated","not remediated","5845 S 21 ST Omaha, NE"
"5848 S 18 ST","2024720000",2006-08-15,"2011-12-02","remediated","5848 S 18 ST Omaha, NE"
"5841 S 18 ST","2024980000",2008-09-23,"not remediated","not remediated","5841 S 18 ST Omaha, NE"
"5614 S 22 ST","2025390000",2004-10-20,"not remediated","not remediated","5614 S 22 ST Omaha, NE"
"5610 S 23 ST","2025660000",2004-12-22,"not remediated","not remediated","5610 S 23 ST Omaha, NE"
"3360 N 39 ST","1437250000",2004-08-31,"not remediated","not remediated","3360 N 39 ST Omaha, NE"
"2760 GRANT ST","1040280000",2006-07-21,"2010-10-07","remediated","2760 GRANT ST Omaha, NE"
"7253 NORTH RIDGE DR","0926140000",2003-12-11,"not remediated","not remediated","7253 NORTH RIDGE DR Omaha, NE"
"1910 N 25 ST","1945120000",2007-08-15,"2010-10-08","remediated","1910 N 25 ST Omaha, NE"
"2513 DECATUR ST","1946340000",2014-06-25,"2015-10-06","remediated","2513 DECATUR ST Omaha, NE"
"2555 ELLISON AV","1947060000",2004-10-14,"2005-06-06","remediated","2555 ELLISON AV Omaha, NE"
"6956 FLORENCE BD","1947620002",2003-11-17,"not remediated","not remediated","6956 FLORENCE BD Omaha, NE"
"6514 FLORENCE BD","1948320002",2004-01-30,"2005-08-27","remediated","6514 FLORENCE BD Omaha, NE"
"4307 N 40 AV","1636460000",2004-08-31,"not remediated","not remediated","4307 N 40 AV Omaha, NE"
"4813 BURT ST","0954000000",2006-12-15,"not remediated","not remediated","4813 BURT ST Omaha, NE"
"116 S 50 ST","0954500000",2005-08-15,"not remediated","not remediated","116 S 50 ST Omaha, NE"
"102 S 52 ST","0955290000",2009-06-23,"2011-05-13","remediated","102 S 52 ST Omaha, NE"
"303 S 51 ST","0956130000",2005-09-28,"2013-11-14","remediated","303 S 51 ST Omaha, NE"
"4804 HARNEY ST","0956870000",2004-11-30,"2010-05-22","remediated","4804 HARNEY ST Omaha, NE"
"3124 POPPLETON AV","0957240000",2003-09-23,"2009-09-04","remediated","3124 POPPLETON AV Omaha, NE"
"2934 ARBOR ST","1000950000",2003-10-29,"not remediated","not remediated","2934 ARBOR ST Omaha, NE"
"1601 M ST","1756810001",2006-08-02,"not remediated","not remediated","1601 M ST Omaha, NE"
"1416 HOWARD ST","0313980000",1999-08-04,"not remediated","not remediated","1416 HOWARD ST Omaha, NE"
"4317 S 37 ST","0428550002",2017-04-19,"not remediated","not remediated","4317 S 37 ST Omaha, NE"
"4018 POLK ST","0933450000",2004-10-19,"not remediated","not remediated","4018 POLK ST Omaha, NE"
"4318 N 39 ST","1636710000",2004-09-09,"not remediated","not remediated","4318 N 39 ST Omaha, NE"
"1310 AMES AV","2119990000",2004-01-14,"2011-11-16","remediated","1310 AMES AV Omaha, NE"
"4936 N 14 ST","2120750002",2004-06-10,"not remediated","not remediated","4936 N 14 ST Omaha, NE"
"4522 N 14 AV","2121990000",2005-10-12,"not remediated","not remediated","4522 N 14 AV Omaha, NE"
"4625 N 37 ST","1800370000",2003-11-21,"not remediated","not remediated","4625 N 37 ST Omaha, NE"
"2510 S 34 ST","1002320000",2008-05-08,"not remediated","not remediated","2510 S 34 ST Omaha, NE"
"4537 MAYBERRY ST","1007880000",2008-09-29,"2009-08-03","remediated","4537 MAYBERRY ST Omaha, NE"
"3704 N 17 ST","1512990010",2009-06-10,"not remediated","not remediated","3704 N 17 ST Omaha, NE"
"2438 SPAULDING ST","2141490000",2004-05-20,"2005-09-29","remediated","2438 SPAULDING ST Omaha, NE"
"4457 COMMERCIAL AV","2247540000",2004-07-28,"not remediated","not remediated","4457 COMMERCIAL AV Omaha, NE"
"1465 PINKNEY ST","2248820002",2005-08-24,"not remediated","not remediated","1465 PINKNEY ST Omaha, NE"
"1452 WIRT ST","2249670000",2002-07-29,"not remediated","not remediated","1452 WIRT ST Omaha, NE"
"3209 CHARLES ST","2029670000",2016-08-10,"2017-10-18","remediated","3209 CHARLES ST Omaha, NE"
"2901 S 16 ST","2214040000",2004-07-14,"2005-10-11","remediated","2901 S 16 ST Omaha, NE"
"4209 S 39 AV","0426790000",2004-01-12,"2023-10-13","remediated","4209 S 39 AV Omaha, NE"
"4323 S 33 ST","0428050000",2005-01-07,"2009-09-26","remediated","4323 S 33 ST Omaha, NE"
"4418 S 34 ST","0429540000",2003-08-08,"not remediated","not remediated","4418 S 34 ST Omaha, NE"
"4309 FORT ST","1140550000",2003-11-22,"not remediated","not remediated","4309 FORT ST Omaha, NE"
"2502 WIRT ST","1142420000",2003-10-01,"2010-08-17","remediated","2502 WIRT ST Omaha, NE"
"2877 BINNEY ST","1143550000",2007-10-03,"not remediated","not remediated","2877 BINNEY ST Omaha, NE"
